# Lux chain differential corpus.
# Generated by conformance/gen from the Go P-chain and X-chain.
# V	<id>	<chain>	<op>	<wire-hex>
V	P_INCREASE_L1_VALIDATOR_BALANCE_TRUNC_MINUS1	P	tx	5a41500002000000d80000004d01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001201000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff0100000000000000000000000d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d3f420f00000000005a4150000200000060000000700000000000000001000000f13071ca7b5c8912a912d653f0d27a34350d2023f688c09a1d5620c5d4cb14fa43e6803e027d407b45ce03cae07b3aeadbbe2fbed6d0104bb2916e7bd53cb4a30100000000000000b0ffffff01000000b0ffffff010000
V	P_INCREASE_L1_VALIDATOR_BALANCE_TRAIL_1	P	tx	5a41500002000000d80000004d01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001201000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff0100000000000000000000000d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d3f420f00000000005a4150000200000060000000700000000000000001000000f13071ca7b5c8912a912d653f0d27a34350d2023f688c09a1d5620c5d4cb14fa43e6803e027d407b45ce03cae07b3aeadbbe2fbed6d0104bb2916e7bd53cb4a30100000000000000b0ffffff01000000b0ffffff01000000ff
V	P_INCREASE_L1_VALIDATOR_BALANCE_TRAIL_4	P	tx	5a41500002000000d80000004d01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001201000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff0100000000000000000000000d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d3f420f00000000005a4150000200000060000000700000000000000001000000f13071ca7b5c8912a912d653f0d27a34350d2023f688c09a1d5620c5d4cb14fa43e6803e027d407b45ce03cae07b3aeadbbe2fbed6d0104bb2916e7bd53cb4a30100000000000000b0ffffff01000000b0ffffff01000000ffffffff
V	P_DISABLE_L1_VALIDATOR_TRUNC_QUARTER	P	tx	5a41500002000000e00000005501000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101
V	P_DISABLE_L1_VALIDATOR_TRUNC_HALF	P	tx	5a41500002000000e00000005501000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000000000000000000130100000003030303030303030303030303030303030303030303030303030303030303030b
V	P_DISABLE_L1_VALIDATOR_TRUNC_MINUS1	P	tx	5a41500002000000e00000005501000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000000000000000000130100000003030303030303030303030303030303030303030303030303030303030303030bffffff010000004bffffff010000005bffffff01000000b3ffffff0100000000000000000000000d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d8bffffff010000005a41500002000000a8000000b80000000000000001000000010000000100000034d336c363d831efb6b1ed5d3bbb80fab9cc42bc7eba5a55638f050f40303d0b0bd565a5f82401158ea3d7f3ec3df11a1dcddf153d65916100226cd4724ca1390134d336c363d831efb6b1ed5d3bbb80fab9cc42bc7eba5a55638f050f40303d0b0bd565a5f82401158ea3d7f3ec3df11a1dcddf153d65916100226cd4724ca1390100000000000068ffffff0200000070ffffff020000
V	P_DISABLE_L1_VALIDATOR_TRAIL_1	P	tx	5a41500002000000e00000005501000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000000000000000000130100000003030303030303030303030303030303030303030303030303030303030303030bffffff010000004bffffff010000005bffffff01000000b3ffffff0100000000000000000000000d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d8bffffff010000005a41500002000000a8000000b80000000000000001000000010000000100000034d336c363d831efb6b1ed5d3bbb80fab9cc42bc7eba5a55638f050f40303d0b0bd565a5f82401158ea3d7f3ec3df11a1dcddf153d65916100226cd4724ca1390134d336c363d831efb6b1ed5d3bbb80fab9cc42bc7eba5a55638f050f40303d0b0bd565a5f82401158ea3d7f3ec3df11a1dcddf153d65916100226cd4724ca1390100000000000068ffffff0200000070ffffff02000000ff
V	P_DISABLE_L1_VALIDATOR_TRAIL_4	P	tx	5a41500002000000e00000005501000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000000000000000000130100000003030303030303030303030303030303030303030303030303030303030303030bffffff010000004bffffff010000005bffffff01000000b3ffffff0100000000000000000000000d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d8bffffff010000005a41500002000000a8000000b80000000000000001000000010000000100000034d336c363d831efb6b1ed5d3bbb80fab9cc42bc7eba5a55638f050f40303d0b0bd565a5f82401158ea3d7f3ec3df11a1dcddf153d65916100226cd4724ca1390134d336c363d831efb6b1ed5d3bbb80fab9cc42bc7eba5a55638f050f40303d0b0bd565a5f82401158ea3d7f3ec3df11a1dcddf153d65916100226cd4724ca1390100000000000068ffffff0200000070ffffff02000000ffffffff
V	P_CONVERT_NETWORK_TRUNC_QUARTER	P	tx	5a41500002000000c8010000cb02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000006400000000000000
V	P_CONVERT_NETWORK_TRUNC_HALF	P	tx	5a41500002000000c8010000cb02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c800000000000000000000000100000000000000000000000000000064000000000000008403000000000000969e07701831d8f7a168f7059d0392abafbdc9bf363bd7fff182949d2e09a709d9daa5f0e12c124d7c99ad9640bdc1c4a9894e862fd7d84c5adeb3e469d5da2ef54a18c3711c35662e3ca303e757ffe83aaf0db921689ee15b3334cbf3ddb867044e3003efab812b5e0103b0b6d16839e183b0e395b10079dda28ed084fe6d2995b61636aba68a4b167dd5c7953afde900000000140000000100000000000000010000000100000001000000010000000101010101010101010101010101010101010101020202020202020202020202020202020202020200
V	P_CONVERT_NETWORK_TRUNC_MINUS1	P	tx	5a41500002000000c8010000cb02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c800000000000000000000000100000000000000000000000000000064000000000000008403000000000000969e07701831d8f7a168f7059d0392abafbdc9bf363bd7fff182949d2e09a709d9daa5f0e12c124d7c99ad9640bdc1c4a9894e862fd7d84c5adeb3e469d5da2ef54a18c3711c35662e3ca303e757ffe83aaf0db921689ee15b3334cbf3ddb867044e3003efab812b5e0103b0b6d16839e183b0e395b10079dda28ed084fe6d2995b61636aba68a4b167dd5c7953afde900000000140000000100000000000000010000000100000001000000010000000101010101010101010101010101010101010101020202020202020202020202020202020202020200000000000000001401000000030303030303030303030303030303030303030303030303030303030303030323feffff0100000063feffff0100000073feffff01000000cbfeffff010000000000000000000000060606060606060606060606060606060606060606060606060606060606060600000000000000000000000000000000000000000000000000000000000000001717171717171717171717171717171717171717171717171717171717171717330000000f0000005bfeffff0100000032000000140000000bffffff020000002bffffff01000000000101e8030000000000006d616e61676572206164647265737305050505050505050505050505050505050505055a41500002000000a8000000b8000000000000000100000001000000010000004555681a7a5dc396be40e26fff80b9724a0db9c14271e07130e41d026b1dccdd6369b76b86f4c068e8932f7d02411d57bd5f96c2474e78fadd495bee9c15efb1014555681a7a5dc396be40e26fff80b9724a0db9c14271e07130e41d026b1dccdd6369b76b86f4c068e8932f7d02411d57bd5f96c2474e78fadd495bee9c15efb10100000000000068ffffff0200000070ffffff020000
V	P_CONVERT_NETWORK_TRAIL_1	P	tx	5a41500002000000c8010000cb02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c800000000000000000000000100000000000000000000000000000064000000000000008403000000000000969e07701831d8f7a168f7059d0392abafbdc9bf363bd7fff182949d2e09a709d9daa5f0e12c124d7c99ad9640bdc1c4a9894e862fd7d84c5adeb3e469d5da2ef54a18c3711c35662e3ca303e757ffe83aaf0db921689ee15b3334cbf3ddb867044e3003efab812b5e0103b0b6d16839e183b0e395b10079dda28ed084fe6d2995b61636aba68a4b167dd5c7953afde900000000140000000100000000000000010000000100000001000000010000000101010101010101010101010101010101010101020202020202020202020202020202020202020200000000000000001401000000030303030303030303030303030303030303030303030303030303030303030323feffff0100000063feffff0100000073feffff01000000cbfeffff010000000000000000000000060606060606060606060606060606060606060606060606060606060606060600000000000000000000000000000000000000000000000000000000000000001717171717171717171717171717171717171717171717171717171717171717330000000f0000005bfeffff0100000032000000140000000bffffff020000002bffffff01000000000101e8030000000000006d616e61676572206164647265737305050505050505050505050505050505050505055a41500002000000a8000000b8000000000000000100000001000000010000004555681a7a5dc396be40e26fff80b9724a0db9c14271e07130e41d026b1dccdd6369b76b86f4c068e8932f7d02411d57bd5f96c2474e78fadd495bee9c15efb1014555681a7a5dc396be40e26fff80b9724a0db9c14271e07130e41d026b1dccdd6369b76b86f4c068e8932f7d02411d57bd5f96c2474e78fadd495bee9c15efb10100000000000068ffffff0200000070ffffff02000000ff
V	P_CONVERT_NETWORK_TRAIL_4	P	tx	5a41500002000000c8010000cb02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c800000000000000000000000100000000000000000000000000000064000000000000008403000000000000969e07701831d8f7a168f7059d0392abafbdc9bf363bd7fff182949d2e09a709d9daa5f0e12c124d7c99ad9640bdc1c4a9894e862fd7d84c5adeb3e469d5da2ef54a18c3711c35662e3ca303e757ffe83aaf0db921689ee15b3334cbf3ddb867044e3003efab812b5e0103b0b6d16839e183b0e395b10079dda28ed084fe6d2995b61636aba68a4b167dd5c7953afde900000000140000000100000000000000010000000100000001000000010000000101010101010101010101010101010101010101020202020202020202020202020202020202020200000000000000001401000000030303030303030303030303030303030303030303030303030303030303030323feffff0100000063feffff0100000073feffff01000000cbfeffff010000000000000000000000060606060606060606060606060606060606060606060606060606060606060600000000000000000000000000000000000000000000000000000000000000001717171717171717171717171717171717171717171717171717171717171717330000000f0000005bfeffff0100000032000000140000000bffffff020000002bffffff01000000000101e8030000000000006d616e61676572206164647265737305050505050505050505050505050505050505055a41500002000000a8000000b8000000000000000100000001000000010000004555681a7a5dc396be40e26fff80b9724a0db9c14271e07130e41d026b1dccdd6369b76b86f4c068e8932f7d02411d57bd5f96c2474e78fadd495bee9c15efb1014555681a7a5dc396be40e26fff80b9724a0db9c14271e07130e41d026b1dccdd6369b76b86f4c068e8932f7d02411d57bd5f96c2474e78fadd495bee9c15efb10100000000000068ffffff0200000070ffffff02000000ffffffff
